"","ResponseId","Progress","Duration (in seconds)","participation","gender","age","education","occupation","city_size","license","duration_license","car_ownership","car_type","km_per year","frequency","companionship","preferences_mobility_3","preferences_mobility_1","preferences_mobility_5","preferences_mobility_6","preferences_mobility_7","preferences_mobility_4","preferences_mobility_2","preferences_mobility_8","preferences_mobility_8_TEXT","prior_knowledge","experience","evaluation_1","evaluation_2","evaluation_3","evaluation_4","evaluation_why_1","evaluation_why_2","evaluation_why_3","evaluation_why_4","evaluation_why_5","evaluation_why_6_n","evaluation_why_n_1","evaluation_why_n_2","evaluation_why_n_3","evaluation_why_n_4","evaluation_why_n_5","car_choice","concern_dest","impact_dest","prob_dest","concern_charging","impact_charging","prob_charging_n","concern_time","impact_time","prob_time","concern_accident","impact_accident","prob_accident","concern_price","impact_price","prob_price","concern_support","impact_support","prob_support","worry_ev_1","worry_ev_2","worry_ev_3","worry_ev_4","worry_ev_5","worry_ev_6","worry_ev_6_TEXT","control_question","n_control_reading","control_neutral","driving_climate_1","driving_climate_2_n","driving_climate_3","driving_climate_4_n","ev_attitude_1","ev_attitude_2","ev_attitude_3","personality_1_n","personality_2","personality_3_n","personality_4","tech_interaction_1","tech_interaction_2","tech_interaction_3_n","tech_interaction_4","tech_interaction_5","tech_interaction_6_n","tech_interaction_7","tech_interaction_8_n","tech_interaction_9","2concern_dest","2impact_dest","2prob_dest","2concern_charging","2impact_charging","2prob_charging","2concern_time","2impact_time","2prob_time","2concern_accident","2impact_accident","2prob_accident","2concern_price","2impact_price","2prob_price","2concern_support","2impact_support","2prob_support","2worry_ev_1","2worry_ev_2","2worry_ev_3","2worry_ev_4","2worry_ev_5","2worry_ev_6","2worry_ev_6_TEXT","careless_speed","speeder_flag","careless_longstr","careless_avgstr","careless_irv","careless_psychsyn_pairs","careless_psychsyn","careless_psychant_pairs","careless_psychant","careless_mahadD","careless_mahadflag","Evaluation","Evaluation_Why","Evaluation_Why_n","Dest","Charging","Time","Accident","Price","Support","Driving_Climate","EV_Attitude","Personality_neuro","Tech_Interaction","Dest_2","Charging_2","Time_2","Accident_2","Price_2","Support_2","framing"
"63","R_232DobEgweumyA7",100,1824,1,"weiblich",60,"Hauptschulabschluss / Volksschulabschluss",NA,"< 5.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,1,"bis 5.000 km","Täglich",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",2,3,6,2,4,1,4,4,1,6,6,4,4,3,6,3,3,3,3,4,4,4,5,3,6,4,4,4,5,4,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,6,1,6,1,5,2,3,4,4,1,4,5,3,5,4,3,5,3,5,3,4,3,4,4,4,6,5,7,4,4,7,2,3,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,1824,FALSE,5,1.29090909090909,1.4305162744947,81,0.256378384371153,13,-0.387988706531614,0,FALSE,2.75,2.5,4.6,3,4,4.66666666666667,4,4,1.66666666666667,1.75,2.66666666666667,2,4.44444444444444,3.33333333333333,4,6,5,3,4.33333333333333,"negativ"
"70","R_24wRqXdLqb5UvFt",100,2878,1,"männlich",23,"Realschulabschluss (Mittlere Reife)","Teilweise berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",1,2,"10.001 km bis 15.000 km","Täglich",1,1,5,3,2,8,7,6,4,"Bus, Bahn","Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",4,4,4,1,5,6,4,4,4,3,4,2,2,5,5,2,2,3,2,4,5,3,4,4,4,5,6,4,3,3,2,3,3,3,4,2,1,5,3,6,NA,NA,1,NA,4,4,3,4,2,3,3,4,4,6,3,2,1,2,2,2,5,2,5,4,4,4,3,4,5,4,4,4,6,5,6,7,3,3,3,3,3,3,4,2,1,5,3,6,NA,2878,FALSE,5,1.47916666666667,1.27445031385475,81,0.595868407894498,13,-0.456929977695392,0,FALSE,4.25,4.5,3.6,2.33333333333333,4,4,5,2.66666666666667,3,3.25,2.66666666666667,2,2.44444444444444,3.66666666666667,4.33333333333333,4.66666666666667,6,3,3,"negativ"
"71","R_25GwGeWMvnfMUjU",100,923,1,"weiblich",59,"(Fach-)Hochschulabschluss",NA,"20.000 - 100.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein & Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,12,"15.001 km bis 20.000 km","Mehrmals in der Woche",2,2,1,7,4,8,5,3,6,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","In der Vergangenheit habe ich E-Autos für längere Zeit genutzt.",5,3,3,1,6,3,4,4,3,3,4,4,3,4,4,3,2,3,3,4,3,4,4,3,4,1,2,3,4,3,4,4,3,5,2,1,3,5,4,6,NA,NA,1,NA,5,4,4,1,1,1,1,3,4,4,3,4,5,3,5,5,3,5,5,4,4,3,4,4,3,4,4,3,5,3,2,2,4,3,5,4,3,5,NA,NA,NA,NA,NA,NA,NA,923,FALSE,4,1.33962264150943,1.12279228973124,81,0.404581689418328,13,-0.319000395683429,0,FALSE,4.5,4,3.8,2.66666666666667,3.66666666666667,3.66666666666667,2,3.66666666666667,4,4.5,1,3,4.22222222222222,3.66666666666667,3.66666666666667,4,2.33333333333333,4,4,"negativ"
"89","R_2foNONFsKdRpv9h",100,823,1,"weiblich",22,"(Fach-)Abitur","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"bis 5.000 km","Noch seltener / nie",2,7,2,4,5,1,6,3,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,5,3,2,5,3,2,2,5,1,4,3,3,5,3,2,4,4,4,5,5,4,3,2,3,3,4,2,3,2,4,2,2,4,3,1,2,5,4,6,NA,NA,1,NA,5,3,5,2,3,1,4,5,3,4,3,2,4,1,4,3,5,3,4,3,4,4,4,5,5,5,3,2,3,3,4,2,3,2,4,2,2,5,3,1,2,5,4,6,NA,823,FALSE,3,1.26785714285714,1.17997438299035,81,0.564643136232793,13,-0.490952334919222,0,FALSE,4.75,3.83333333333333,3.6,4,4.66666666666667,2.66666666666667,3,3,2.66666666666667,4.75,2.66666666666667,3,3.33333333333333,4,5,2.66666666666667,3,3,3,"negativ"
"91","R_2pMNRzMDidmEpSq",100,1036,1,"weiblich",53,"(Fach-)Abitur","Voll berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein & Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,2,"5.001 km bis 10.000 km","Mehrmals in der Woche",3,8,5,3,2,4,7,6,1,"Zu Fuß","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich habe keine Erfahrung mit E-Autos.",5,5,1,1,5,5,5,5,5,1,3,1,1,3,2,1,1,2,1,4,3,4,3,2,4,2,3,2,1,2,2,2,2,2,4,3,1,5,2,6,NA,NA,1,NA,6,1,6,1,1,1,1,5,3,4,3,6,6,2,4,4,3,5,3,4,1,2,2,2,2,4,2,2,5,2,2,2,2,2,2,2,2,2,4,1,2,5,3,6,NA,1036,FALSE,8,1.65116279069767,1.56627236128677,81,0.849272587573,13,-0.904084671494414,0,FALSE,5.5,5.16666666666667,2,1.33333333333333,3.66666666666667,3,2.33333333333333,1.66666666666667,2,6,1,3,4.66666666666667,1.66666666666667,2.66666666666667,3,2,2,2,"negativ"
"92","R_2PnCxF087qsdFmx",100,1473,1,"weiblich",60,"(Fach-)Abitur","Voll berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,4,"10.001 km bis 15.000 km","Mehrmals in der Woche",1,8,7,4,3,5,2,1,6,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich habe keine Erfahrung mit E-Autos.",4,4,4,2,4,4,5,5,4,2,4,3,3,3,4,2,4,4,3,3,3,3,4,3,4,3,3,3,4,3,3,4,3,3,1,2,3,5,4,6,NA,NA,1,NA,5,2,4,2,2,2,2,3,4,1,4,4,4,3,3,3,3,4,3,4,3,3,4,4,3,3,4,3,5,3,3,6,4,3,3,4,3,3,1,2,3,5,4,6,NA,1473,FALSE,4,1.57777777777778,0.891180620609944,81,0.203606898092971,13,-0.650986776965388,0,FALSE,4,4.5,3.4,3.66666666666667,3,3.66666666666667,3,3.33333333333333,3.33333333333333,4.75,2,5,3.77777777777778,3.33333333333333,3.33333333333333,4,4,3.33333333333333,3.33333333333333,"negativ"
"95","R_2qjI2R4CGZ4iSyQ",100,710,1,"männlich",25,"(Fach-)Hochschulabschluss","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"5.001 km bis 10.000 km","Mehrmals in der Woche",1,8,2,1,6,3,4,5,7,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",4,4,3,3,6,3,3,3,4,1,5,4,2,3,3,3,4,4,4,4,5,4,5,4,5,3,4,3,3,3,4,4,3,4,4,2,1,5,3,6,NA,NA,1,NA,6,2,6,1,1,1,2,5,4,4,4,2,2,6,3,1,5,3,5,2,5,5,5,6,5,6,6,5,7,4,4,4,5,5,5,5,5,5,1,2,3,5,4,6,NA,710,FALSE,5,1.54347826086957,1.41157592209946,81,0.711056951730869,13,-0.689768822851463,0,FALSE,4,4.16666666666667,3.4,4,4.33333333333333,4.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,5.75,1.33333333333333,3.5,2,5,5.66666666666667,6,4,5,5,"negativ"
"96","R_2QQGSdFPE2weD1u",100,3766,1,"weiblich",35,"(Fach-)Hochschulabschluss","Voll berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,123,"mehr als 20.001 km","Täglich",2,2,1,4,3,7,5,6,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich nutze aktuell ein E-Auto.",6,6,1,1,5,5,6,6,6,1,1,1,1,1,1,1,1,2,2,1,1,3,1,2,2,1,1,1,1,4,2,2,2,2,1,5,2,3,4,6,NA,NA,1,NA,2,6,1,6,1,1,1,2,4,5,2,6,6,1,6,6,1,6,2,6,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,1,4,2,5,3,6,NA,3766,FALSE,10,1.91891891891892,1.96875174586666,81,0.931198836363333,13,-0.97625742315399,0,FALSE,6,5.66666666666667,1,1.66666666666667,1.66666666666667,1.66666666666667,1,2.33333333333333,2,1.25,1,2,5.88888888888889,1.33333333333333,1,1,1,2,2.33333333333333,"negativ"
"98","R_2ScXL2Zs97AaIYm",100,1289,1,"weiblich",39,"(Fach-)Hochschulabschluss","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,1,"15.001 km bis 20.000 km","Täglich",1,5,1,7,3,6,4,2,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich nutze aktuell ein E-Auto.",5,5,2,1,4,5,3,4,5,1,1,1,3,1,3,3,3,3,3,3,3,3,4,2,4,2,3,2,3,5,3,4,3,3,4,1,2,5,3,6,NA,NA,1,NA,5,4,3,4,1,1,2,4,4,5,2,5,5,2,5,5,1,5,3,5,3,2,3,3,3,3,4,2,5,3,3,6,3,5,2,3,4,2,4,1,2,5,3,6,NA,1289,FALSE,7,1.31481481481481,1.33157233604801,81,0.63356311934511,13,-0.717496003334175,0,FALSE,5.25,4.5,1.8,3,3,3.33333333333333,2.33333333333333,3.66666666666667,3.33333333333333,3.5,1.33333333333333,2,5,2.66666666666667,3,3.66666666666667,4,3.33333333333333,3,"negativ"
"99","R_2sd9XRDLVGawccR",100,1003,1,"weiblich",22,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"bis 5.000 km","Mehrmals im Monat",1,5,4,7,3,6,1,2,8,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,5,1,1,5,6,6,6,6,1,1,1,1,1,2,1,1,6,1,4,5,2,5,5,5,1,1,1,1,2,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,2,3,1,1,1,2,4,5,3,5,5,4,5,5,4,5,5,4,1,4,1,1,5,1,3,5,3,1,3,1,1,2,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,1003,FALSE,7,1.47916666666667,1.86478757830894,81,0.753783767981934,13,-0.600311804941433,0,FALSE,5.75,5.83333333333333,1.2,2.66666666666667,3.66666666666667,5,1,1.33333333333333,3.33333333333333,4,1,2.5,4.11111111111111,2,2.33333333333333,3.66666666666667,1.66666666666667,1.33333333333333,3,"negativ"
"102","R_2sXs8tTjpXSlmM2",100,712,1,"männlich",25,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",2,2,3,6,7,1,5,4,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",4,4,3,3,5,3,2,5,4,3,5,3,3,6,2,3,2,5,1,4,5,3,5,4,6,2,6,2,1,2,3,4,3,4,4,1,2,5,3,6,NA,NA,1,NA,5,3,5,2,1,1,4,1,5,4,2,5,4,3,5,5,2,3,4,6,5,5,2,5,5,4,5,4,6,3,6,2,3,2,3,5,2,4,5,3,1,4,2,6,NA,712,FALSE,2,1.109375,1.43629382738774,81,0.541636836637095,13,-0.321633760451338,0,FALSE,4,3.83333333333333,3.8,2.66666666666667,4,5,3.33333333333333,2,3.66666666666667,4.75,2,2.5,4.44444444444444,4,4.66666666666667,5,3.66666666666667,2.66666666666667,3.66666666666667,"negativ"
"104","R_2TYjrJ9o5UN7axu",100,1418,1,"weiblich",22,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",1,3,"5.001 km bis 10.000 km","Mehrmals in der Woche",1,8,1,5,3,2,6,4,7,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich nutze aktuell ein E-Auto.",6,6,1,1,6,5,4,4,6,1,2,1,1,1,1,1,1,4,1,3,4,3,4,3,5,1,5,1,3,3,2,2,3,2,4,3,2,5,1,6,NA,NA,1,NA,6,1,6,1,1,1,1,3,2,4,2,2,2,5,3,2,5,4,3,5,1,4,1,1,4,1,4,3,5,1,5,1,2,3,3,3,4,2,4,3,1,5,2,6,NA,1418,FALSE,5,1.31481481481481,1.68785700924098,81,0.781907260523617,13,-0.895627093753262,0,FALSE,6,5.16666666666667,1.2,2,3.33333333333333,4,2.33333333333333,2.66666666666667,2.33333333333333,6,1,2.5,2.88888888888889,2,2,4,2.33333333333333,2.66666666666667,3,"negativ"
"113","R_2wNw9geu2aJxCCB",100,937,1,"weiblich",57,"(Fach-)Hochschulabschluss","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"10.001 km bis 15.000 km","Täglich",1,1,7,2,3,4,5,6,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",3,3,2,2,4,3,6,5,4,2,4,4,2,2,6,3,4,4,4,4,3,4,5,4,4,3,3,3,4,4,4,5,5,5,2,1,3,5,4,6,NA,NA,1,NA,4,4,4,3,3,2,2,3,4,3,4,3,3,4,3,3,4,2,5,2,4,4,4,4,4,4,4,4,7,3,4,2,4,5,5,5,6,5,2,1,3,5,4,6,NA,937,FALSE,8,1.65116279069767,1.05432167904229,81,0.653256310106274,13,-0.175219161012616,0,FALSE,4,4.5,3.6,4,3.66666666666667,4.33333333333333,3,4,5,3.75,2.33333333333333,4,2.66666666666667,4,4,5,3,4.66666666666667,5.33333333333333,"negativ"
"116","R_2YDsEVVDpYOg9YH",100,1068,1,"weiblich",24,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",3,4,1,7,6,5,2,3,8,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,5,1,1,6,1,6,1,5,1,4,2,1,1,1,3,1,5,1,4,5,4,6,5,5,1,6,1,1,5,1,2,5,2,3,4,1,5,2,6,NA,NA,1,NA,5,5,4,3,1,1,1,2,4,5,1,5,5,3,4,5,6,3,5,2,2,5,1,5,5,5,6,5,1,1,6,1,1,5,2,3,5,1,4,3,1,5,2,6,NA,1068,FALSE,3,1.22413793103448,1.91019927851622,81,0.742826272682405,13,-0.139317704166033,0,FALSE,5.75,4.16666666666667,1.8,2.33333333333333,4.33333333333333,5.33333333333333,2.66666666666667,2.33333333333333,3,3.75,1,1.5,3.44444444444444,2.66666666666667,5,4,2.66666666666667,2.66666666666667,3,"negativ"
"117","R_2YERyUjiqqgMZfM",100,723,1,"weiblich",58,"(Fach-)Hochschulabschluss","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,2,"10.001 km bis 15.000 km","Täglich",1,1,4,5,6,7,3,2,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",5,5,2,2,4,4,4,5,5,1,1,4,3,4,5,2,3,3,2,3,3,2,4,2,3,4,3,3,4,3,3,4,3,4,2,1,3,4,5,6,NA,NA,1,NA,6,4,4,2,4,2,5,3,2,3,5,1,1,5,3,2,5,1,5,5,3,3,2,3,3,2,3,3,NA,3,3,6,4,3,4,4,3,3,1,2,4,3,5,6,NA,723,FALSE,3,1.36538461538462,1.22839383206267,80,0.360604988201898,13,0.0814122713823838,0,FALSE,5,4.66666666666667,3.4,2.66666666666667,2.66666666666667,3,3.33333333333333,3.33333333333333,3.66666666666667,4.5,3.66666666666667,4.5,2.11111111111111,2.66666666666667,2.66666666666667,3.66666666666667,4,3.66666666666667,3.33333333333333,"negativ"
"124","R_31Ay2iD38Xeolai",100,1051,1,"weiblich",28,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"bis 5.000 km","Noch seltener / nie",2,7,4,2,3,1,6,5,8,NA,"Ich habe keine Kenntnisse über Elektrofahrzeuge.","Ich habe keine Erfahrung mit E-Autos.",6,6,3,3,6,4,6,6,6,1,1,1,1,3,3,5,1,1,1,3,3,2,3,3,4,1,5,2,4,5,4,3,5,3,1,3,4,5,2,6,NA,NA,1,NA,6,1,4,1,1,1,2,6,4,1,6,6,6,1,6,6,1,6,3,6,3,4,4,3,3,3,3,3,5,1,5,2,4,5,4,4,5,4,1,2,3,5,4,6,NA,1051,FALSE,5,1.44897959183673,1.82324534895457,81,0.82912484141181,13,-0.888376708558903,0,FALSE,5,5.66666666666667,1.8,1,2.66666666666667,3.33333333333333,2.66666666666667,4.33333333333333,3.66666666666667,5.5,1.33333333333333,6,5.77777777777778,3.66666666666667,3,3.66666666666667,2.66666666666667,4.33333333333333,4.33333333333333,"negativ"
"129","R_323yFKKJn69Pzph",100,720,1,"weiblich",62,"(Fach-)Hochschulabschluss","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,3,"mehr als 20.001 km","Täglich",1,3,1,7,8,5,4,2,6,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich nutze aktuell ein E-Auto.",6,6,1,1,6,4,2,6,6,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,1,NA,1,6,6,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5,2,4,1,6,1,1,4,6,2,6,5,3,3,3,3,5,4,4,1,1,1,2,1,2,1,1,7,1,NA,1,1,6,2,1,6,2,NA,NA,NA,NA,NA,NA,NA,720,FALSE,10,1.54347826086957,2.00279655228651,80,0.674470026138829,13,-0.881682019823248,0,FALSE,6,5,1,1,1.66666666666667,2.66666666666667,2,4.66666666666667,2,2.5,2.66666666666667,1.5,4.11111111111111,1,1.66666666666667,3,2,3,3,"negativ"
"132","R_33rN40r0hDjhDyy",100,971,1,"männlich",28,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"bis 5.000 km","Mehrmals in der Woche",1,7,2,4,3,5,6,1,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin einmal mit einem E-Auto gefahren.",4,4,3,2,4,5,5,4,4,1,2,2,2,2,5,2,3,2,3,3,4,3,4,2,4,2,4,2,3,3,2,4,3,2,3,2,1,5,4,6,NA,NA,1,NA,5,3,4,2,2,2,2,3,5,3,3,4,4,2,4,4,2,4,4,5,4,3,3,4,3,4,4,3,5,2,4,2,4,3,3,4,4,4,1,4,2,5,3,6,NA,971,FALSE,5,1.42,0.999067888565503,81,0.505326261198563,13,-0.538638634844706,0,FALSE,4.25,4.66666666666667,2.6,2.66666666666667,3.33333333333333,3.33333333333333,2.66666666666667,2.66666666666667,3,4.5,2,3.5,4.22222222222222,3.33333333333333,3.66666666666667,4,2.66666666666667,3.33333333333333,4,"negativ"
"134","R_3CZehCzNxHQTqRl",99,726,1,"männlich",41,"(Fach-)Hochschulabschluss","Teilweise berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"bis 5.000 km","Täglich",2,1,7,5,2,8,3,6,4,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",2,2,6,6,2,2,1,1,1,6,6,6,5,5,5,3,5,5,5,5,6,5,5,4,5,5,6,5,5,5,5,5,4,5,2,3,5,1,4,6,NA,NA,1,NA,6,3,4,3,4,5,3,3,3,2,4,4,3,5,3,3,5,2,5,3,5,4,5,5,5,6,5,4,7,5,6,4,5,5,6,5,4,5,1,3,6,2,4,5,NA,726,FALSE,5,1.51063829787234,1.40104959176759,81,0.785172551449105,13,-0.904534033733291,0,FALSE,1.5,1.33333333333333,5.4,5,5.33333333333333,4.66666666666667,5.33333333333333,5,4.66666666666667,4.5,4,4.5,2.66666666666667,4.66666666666667,5.33333333333333,5.33333333333333,5,5.33333333333333,4.66666666666667,"negativ"
"141","R_3GxjBYsclW9mwUP",100,1991,1,"männlich",59,"(Fach-)Abitur","Teilweise berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,2,"5.001 km bis 10.000 km","Mehrmals in der Woche",2,3,4,6,1,2,5,8,7,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin einmal mit einem E-Auto gefahren.",4,4,4,3,6,2,1,2,1,3,4,4,3,1,4,1,2,4,3,5,3,3,3,2,4,3,5,4,4,4,3,4,2,3,4,5,3,6,2,1,"Ressourcenverwendung bei der Produktion",NA,1,NA,5,1,5,1,2,3,2,3,4,4,3,2,2,4,2,1,3,3,4,3,2,4,3,4,3,3,3,3,6,NA,NA,NA,5,4,4,4,4,4,5,2,3,6,4,1,"Ressourcenverwendung bei der Produktion",1991,FALSE,4,1.33962264150943,1.20904176896228,73,0.435249314543995,13,-0.566361798415726,0,FALSE,3.75,2.66666666666667,3.2,3,3.66666666666667,3,4,3.66666666666667,3,5.5,2.33333333333333,3,2.55555555555556,3,3.33333333333333,4,2.66666666666667,4.33333333333333,4,"negativ"
"145","R_3IW8mAqp2bX4NVe",100,628,1,"weiblich",23,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Zwischen 1-5 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",2,7,5,1,3,2,4,6,8,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","In der Vergangenheit habe ich E-Autos für längere Zeit genutzt.",6,6,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,5,1,4,1,5,2,1,1,1,1,1,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,1,6,1,1,1,1,2,6,5,2,6,6,1,6,6,2,6,6,6,1,4,1,1,1,5,2,2,2,1,5,1,3,2,2,2,2,2,3,2,1,5,4,6,NA,628,FALSE,7,1.86842105263158,2.09584030494953,81,0.798452675138398,13,-0.992783696998772,0,FALSE,6,6,1,2.33333333333333,3.33333333333333,1.33333333333333,1,2.66666666666667,2,6,1,2,5.33333333333333,2,2.33333333333333,2,2.33333333333333,2.33333333333333,2,"negativ"
"148","R_3JJi9vDrQKRUfci",100,637,1,"männlich",22,"(Fach-)Abitur","Student:in","< 5.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",1,2,"10.001 km bis 15.000 km","Mehrmals in der Woche",1,4,3,7,6,5,2,1,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,5,3,2,4,4,2,5,4,1,3,4,1,4,6,4,2,3,2,2,6,2,4,3,6,2,4,2,4,6,4,6,6,6,2,5,1,4,3,6,NA,NA,1,NA,5,3,5,1,1,1,4,2,5,4,2,5,6,2,5,5,4,3,3,4,3,4,2,2,5,2,4,3,7,2,4,2,5,6,4,4,5,5,2,5,1,4,3,6,NA,637,FALSE,3,1.18333333333333,1.50746932576286,81,0.734213895067618,13,-0.351034403057332,0,FALSE,4.75,4.16666666666667,3.6,2.33333333333333,3.33333333333333,4.33333333333333,2.66666666666667,4.66666666666667,6,5,2,2.5,4.44444444444444,3,3,4.66666666666667,2.66666666666667,5,4.66666666666667,"negativ"
"152","R_3kk2KuZzuPb39B2",100,757,1,"männlich",27,"(Fach-)Hochschulabschluss","Voll berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",3,NA,"bis 5.000 km","Mehrmals im Jahr",1,4,6,2,1,7,3,5,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",3,3,1,1,3,6,1,1,1,4,6,3,1,6,1,3,1,5,2,4,2,6,4,3,2,1,6,1,6,4,5,5,4,5,4,3,2,5,1,6,NA,NA,1,NA,4,4,4,3,5,1,3,3,5,3,4,2,4,5,4,3,6,1,2,3,1,4,2,4,4,6,4,3,3,1,6,1,6,4,5,5,4,5,4,3,2,5,1,6,NA,757,FALSE,3,1.18333333333333,1.66494735335415,81,0.625285067114133,13,-0.317887068865955,0,FALSE,4.5,2.5,3.4,2.66666666666667,4,3,2.66666666666667,5,4.66666666666667,3.75,3,4,2.77777777777778,2.33333333333333,4.66666666666667,3.33333333333333,2.66666666666667,5,4.66666666666667,"negativ"
